Compensation,Address,Title,Employment Type,URL,Description 
3BR,Cote Saint-Luc,3 CC +ss: Tres grand appartement (Townhouse) - (Chauffe),1500,https://montreal.craigslist.ca/apa/d/3-cc-ss-tres-grand/6307019887.html,"3 chambres : Tres grand appartement avec jardin prive

 Tres bien renoves.  Trois chambres a coucher, Grand salon,  2 salles de bain completes + 1 pour invites, salle a manger.  Certains appartements ont un grand garde-robe ""walk in"".  


 1 espace de stationnement interieur,  four et refrigerateur.  Concierge sur place.  

 piscine avec maitre-nageur, jardin prive parfait pour BBQ l'ete et grand jardin commun (pour locataires seulement), buanderies. 

A deux minutes de marche du Mail Cavendish et du parc P.E. Trudeau (Cote St Luc / Montreal) --- A deux minutes d'auto de l'hopital ou de la pharmacie --- La vie de banlieue a seulement 15 minutes du centre-ville de Montreal!




Appelez Felipe au 
 
  entre  9h et  18h.

Il nous fera plaisir de vous recevoir pour une visite a l'heure qui vous convient."
4BR,282 DesPins,4bdr - Well located & Bright 6 ½ close to McGill in the Plateau,,https://montreal.craigslist.ca/apa/d/4bdr-well-located-bright-6/6275010988.html,"6-1/2 sur le Plateau, super bien située 
Sur le coin de la rue Des Pins & Henri-Julien
Appartement lumineuse
Quatre chambres fermées 
Situé au 2eme étage
Balcon en avant et en arrière
Four, frigo, laveuse, secheuse inclus
Chats OK, chiens non
5 minutes à pied de la station Sherbrooke
1750$ / mois
Disponible September 1st
Textez ou appelez le 
 
  pour visiter. 
Veuillez inclure l'adresse de l'appartement dans le message.



----

6-1/2 in a very well located part of the Plateau
On the corner of Des pins & Henri-Julien
Gets a lot of sunlight
Four closed rooms
Second Floor
Balcony in the front and back
Fridge, stove, washer, dryer included
Cats OK, dogs no
5 minute walk from Sherbrooke station
1750$ / month
Available September 1st
Call or text 
 
  to visit. 
Please include the address of the apartment in your message."
2BR,1440 Pierce,4 1/2 ENTIEREMENT RÉNOVÉ AVEC 2SDB DISPONIBLE 1er OCTOBRE,,https://montreal.craigslist.ca/apa/d/4-1-2-entierement-rnov-avec/6312750086.html,"Condo entièrement rénové en plein centre-ville de Montréal à côté du métro Guy et de l'Université Concordia. Comprend 2 chambres à coucher, 2 salles de bains, cuisine avec grand garde-manger, balcon, nouveaux appareils électroménagers, etc. Situé près de tous les services et transports en commun. 

- Une prevue de revenus et/ou références sont exigés.
- Une vérification de credit sera demandée par le propriétaire.
- Le locataire fournira une copie de sa police d'assurance avec une clause de responsabilité civile avant d'emménager.
- Le propriétaire permet l'usage des nouveaux appareils électroménagers pour la durée du bail.
- Interdiction de fumer à l'intérieur du condo.
- Possibilité de louer un espace de stationnement intérieur 

Facile a visiter! Contactez Geneviève via courriel au 
 
 ou par telephone :"
1BR,,1 bedroom right now!,,https://montreal.craigslist.ca/apa/d/1-bedroom-right-now/6312749056.html,"Newly renovated 2 bedroom in Cote saint Luc 15 minutes from down town 

Amenities:

-appliances fridge,stove, included
-heat and hot water included  
-indoor pool
-theatre room 
-gym
-laundry room  
-on site parking indoor and outdoor
-dog park
We are also a pet friendly community 

Contact us for more information and to book your viewing! 
 
)"
2BR,,Large 2 bedroom for Oct. 1!,,https://montreal.craigslist.ca/apa/d/large-2-bedroom-for-oct-1/6312740357.html,"Newly renovated 2 bedroom in Cote saint Luc 15 minutes from down town 

Amenities:

-appliances fridge,stove, included
-heat and hot water included  
-indoor pool
-theatre room 
-gym
-laundry room  
-on site parking indoor and outdoor
-dog park
We are also a pet friendly community 
*E&O.E.*
Contact us for more information and to book your viewing! 
 
)"
2BR,,SUPERBE 4 1/2 LUMINEUX DISPONIBLE MAINTENANT,,https://montreal.craigslist.ca/apa/d/superbelumineux-disponible/6312770989.html,"Grand 4 1/2 lumineux situé au 2ième étage d'un immeuble tranquil du Vieux Saint-Jean, avec entrée privée, disponible maintenant !

Logement avec 2 balcons privés et superbes planchers neufs dans cuisine et salle de bain, entièrement frais repeint dans son entier, entrée laveuse/sécheuse à même la salle de bain.

2 chambres et salon fermés, possibilité de 3 chambres.

Animaux acceptés avec approbation des propriétaires seulement. 
À qui la chance ?

Facile à visiter, appeler Brigitte au 
 
 pour plus d'informations.

*Enquête de crédit exigée*"
3BR,,Apartment - 6 1/2 - Longueuil,,https://montreal.craigslist.ca/apa/d/apartmentlongueuil/6312775226.html,"Unique sur le marché !

Construction neuve.

Grand 6 1/2, idéalement placé à Saint-Hubert, près de tous les services et du Dix30.

Finition luxueuse avec des matériaux de qualité !!
Concept aire ouverte au rdc, Comptoir de cuisine en quartz, 3 Chambres à l'étage, 1 Salle de bain avec douche et bain sur pied, 1 Salle d'eau au rdc, 2 Stationnements extérieurs, accès à la cours,

*(photo du duplex modèle)

##kangalou-58104-277561##"
1BR,"Rue Clark, Montréal",3 1/2 Meublé Condo à 10 minutes à pied du métro Mont-Royal.,,https://montreal.craigslist.ca/apa/d/3-1-2-meubl-condo-10-minutes/6312803056.html,"Magnifique condo du Plateau très lumineux aet terrasse privée avec vue, situé à l'étage supérieur d'un immeuble en comprenant 3 et tout près de tous les services de ce quartier recherché! Une chambre + den, cuisine et salle à manger à aire ouverte, salle de bain avec douche individuelle, espace fermé pour laveuse-sécheuse, terrasse privée + balcons. Stationnement et espace de rangement privé à l'arrière. Climatiseur mural neuf système d'alarme, îlot de cuisine, lampe chauffante sur la terrasse, stores horizontaux en bois et luminaires de plafond inclus (tous sans garantie légale). Très bien situé sur le Plateau Mont-Royal, tout près du parc Jeanne-Mance, de la montagne, des épiceries, boutiques et des multiples attraits du quartier.Immeuble à condos tranquille et cour arrière Près des lignes d'autobus principales telles que la 55, 11 et 365, multiples stations Bixi à proximité et à 10 minutes à pied du métro Mont-Royal."
2BR,,Beautiful....spacious......4-1/2....(2bdrms)....in...N.D.G,,https://montreal.craigslist.ca/apa/d/beautifulspacious4-1/6312741945.html,"***PLEASE MENTION: "" KENSINGTON AVE"" when you call ***

Beautiful , very spacious and open 4-1/2 in the heart of N.D.G
Freshly painted. Updated kitchen and full bathroom

.............apartment..........

* 2nd floor

* Spacious open double living room

* 2 closed bedrooms

* Concrete walls 

* hardwood floors throughout the apartment

* laundry room available in the building

* Large kitchen 

* Large full bathroom 

..............location..........


CLOSE to :

* Loyola campus ( Concordia University )

* minutes from grocery stores , a pharmacy , banks

* Grocery store Akhravan

* Monkland village

* Near the park

* Easy access to highway

* Bus stop is in front of the building (#105 - takes you to metro Vendome in less than 10 min)


......included in rent...... 


* hot/cold water

* fridge+stove

*** heating is not included ( electric heating . approximately $60-70 /month in winter ) 


~~~Available for rent NOW ~~~~~~


To schedule a viewing , feel free to call 


 


Thank You

p.s.:
* Not furnished ( Furniture is not included ) 
* Lease term is 12 month or more
* No dogs allowed"
2BR,,Apartment - 4 1/2 - Sainte-Catherine,,https://montreal.craigslist.ca/apa/d/apartmentsainte-catherine/6312797615.html,"Immeuble de 15 condominiums en LOCATION Prix de location pour condos 4 ½ à partir de 1175$ par mois Prix de location pour condos 5 ½ à partir de 1250$ par mois. 1 Stationnement intérieur inclus pour toutes les unités. Occupation dès le 30 juin 2017

Pour la location, nous avons pour vous un site enchanteur et exceptionnel à 2 min à pied du Récré-O-Parc, de la piste cyclable, à 9 min du train de banlieue et 25 min du Centre-Ville de Montréal
Le Marie-Victorin est un projet à Ville Sainte-Catherine de 15 condominiums de qualité de construction supérieure à prix très avantageux comprenant un stationnement intérieur.
Il vous offre des condos
En version : 4 ½ à partir de 1,200 $ par mois 5 ½ à partir de 1,300 $ par mois
Superficie variable:
De 969 pc à 1345 pc
Possibilité de louer un 2e garage
Info:
1- Les animaux ne sont pas permis 2- Non-fumeur seulement 3- Une enquête de crédit sera faite avant la signature du bail
Contactez-moi pour toutes informations.

Inclus : 1) Thermopompe murale 2) Réservoir à eau chaude 60 gallons 3) Échangeur d'air 4) Aspirateur central 5) Espace de rangement intérieur

############

Building of 15 condominiums in RENTAL Rental price for condos 4 ½ from 1175 $ per month Rental price for condos 5 ½ from 1250 $ per month1 Indoor parking included for all unit. Occupancy from 30 June 2017

For the rental, we have for you an enchanting and exceptional site in 2 min with foot of the Récré-O-Parc, the cycle track, in 9 min of the suburban train and 25 min of the Downtown of Montreal
The Marie-Victorin is a project in Ville Sainte-Catherine of 15 condominiums of superior construction quality at very advantageous prices including an interior parking.
It offers condos
In version: 4 ½ from $ 1,200 per month 5 ½ starting at $ 1,300 per month
Variable area:
From 969 pc to 1345 pc
Possibility to rent a 2nd garage
Info:
1- Animals are not allowed 2- Non-smoker only 3- A credit investigation will be done before the lease is signed
Contact me for more information.

Included: 1) Wall Heat Pump 2) 60 Gallon Hot Water Tank 3) Air Exchanger 4) Central Vacuum 5) Space Interior storage

##kangalou-45002-226993##"
2BR,*RUE DROLET 5334*,* 4 1/2 avec garage - plateau Mont-royal(5min du métro Laurier)*,,https://montreal.craigslist.ca/apa/d/avec-garage-plateau-mont/6312800816.html,"*Condo très propre et très bien entretenu au fil des ans. Bien situé à l'intérieur des cours du cloître. 2 balcons avant et arrière. Foyer au bois. Dans un secteur paisible du Mile-End, à 8 minutes à pied du métro Laurier. Chaleureux avec Balcon , espace ouvert très clair sur une rue tranquille, confortable en toute saison(air climatisé), 2 chambre fermées.Entièrement meublés. Cuisine fonctionnelle toutes équipées avec lave-vaiselle, laveuse frontale et sécheuse (superposée) Porte patio vis à vis table de cuisine.Air ouverte cuisine-salle-à-manger-salon très clair espace de vie principale agréable.stores ou rideaux Cuisine fonctionnelle avec lave-vaiselle, Micro-ondes, très confortable. vaiselles et accessoires de cuisine complet.*"
1BR,,Condo - 3 1/2 - Montréal,,https://montreal.craigslist.ca/apa/d/condomontral/6312871775.html,"Très beau condo à aire ouverte situé dans un secteur recherché du Plateau Mont-Royal, au nord de la rue St-Grégoire. Loué semi-meublé avec électroménagés haut de gamme en inox - poêle au gaz, réfrigérateur, mico-onde et lave-vaisselle - et laveuse, sécheuse et aspirateur central. Les rideaux de type plein-jour et du mobilier intégré (incluant un vaste penderie Pax) sont aussi fournis.

- Copropriété calme et très agréable à vivre contruite en 2009 avec finition de qualité et bonne insonorisation.
- Panchers en bois franc et plafonds de 9 pieds.
- Unité de coin avec fenestration abondante, orientation nord-est.
- Pour votre confort, chauffage au gaz naturel et climatisation centrale à air pulsé. Les frais de chauffage et d'électricité - 100$ par mois environ - à la charge du locataire.
- Salle de bain avec une vaste baignoire et une douche en céramique séparée.
- Située à 5 minutes à pied de la rue Laurier Est où on y retrouve plusieurs services, tels que des épicieries, boulangerie, pâtisserie, pharmacie, SAQ, cafés et plusieurs restaurants.
- Station de métro Laurier, 10 minutes de marche. La piste cyclable est à proximité.
- Location sur une base annuelle. Pas d'animaux. Condo non-fumeur.
- Vérification approfondie de crédit et des références sera faite avant la location.
- Preuve d'assurance responsabilité civile à fournir à la signature du bail.
- Personne sérieuse et tranquille demandée.

##kangalou-58108-277563##"
,3550 Avenue Lorne,McGill Studio Apartment,,https://montreal.craigslist.ca/apa/d/mcgill-studio-apartment/6312910515.html,"Studio apartment < 5 minute walk to McGill campus! It has a pretty top-floor balcony and good light, perfect for a student. Heating, water, and electrical included.

I'm looking to do a lease transfer. Available November 1. :)
Please email me at"
1BR,Saint-Laurent,3 1/2 condo beside metro du college -parking and 5 appliances included,600,https://montreal.craigslist.ca/apa/d/3-1-2-condo-beside-metro-du/6313106979.html,"= Right in front of metro station du colledge
= 5 appliances included (stainless steel fridge, stove, dishwasher. with washer and dryer inside condo)
= One indoor heated parking included
= Air conditioner (Quiet wall mount )
= One storage locker about 4ft*6ft in parking
= Chique Elevator, hallway, and entrance
= Nice balcony with enough room for large barbeque and table
= Lots of storages with shelves
= Many buss stops just in few steps from the door (17, 40, 64, 76, 100, 202, 220, 460,....)
= Building year 2004
= Very quiet neighbors

-- Rent is $975 per month.
-- First come, first served rental application.
-- Credit check is required

<< AVAILABLE AS OF OCTOBER 15, 2017 >>"
3BR,Montreal,Nice 3 bedroom Plateau-5 min walking distance from Metro Mt-Royal,1100,https://montreal.craigslist.ca/apa/d/nice-3-bedroom-plateau-5-min/6312959567.html,"Nice 3 bedroom on the Plateau. 2 floors - 5 min walking distance from Metro Mont-Royal. 1 bloc from Parc Lafontaine.
Stove, fridge, dishwasher, washing and drying machine included. Private parking included.

3 chambres à louer au coeur du Plateau. Appartement sur 2 étages.  A 5 minutes à pieds du métro Mont-Royal. A un bloc du Parc Lafontaine.
Inclus: Cuisinière, frigidaire, lave-vaisselle, laveuse et sécheuse. Parking privé inclus.

Whatsapp or Viber call/messages:"
2BR,,water front view deluxe condo for rent,,https://montreal.craigslist.ca/apa/d/water-front-view-deluxe-condo/6313001061.html,"breath taking view, a third floor corner unit with a huge open space, a fire place, two bed rooms, two parking spaces, high quality sound proof building, one huge intimate balcony facing the St-Louis lake, Close to all the services by foot including the marina, downtown at 20 min by car, airport at 10 min, train station and bus lines,furniture and kitchen appliance are include, painting and two lazyboy chair not include. text 
 
 for more info,or call after 330pm"
2BR,*RUE DROLET 5334*,*4 1/2 avec garage-plateau Mont-royal(5min du métro Laurier)*,,https://montreal.craigslist.ca/apa/d/4-1-2-avec-garage-plateau/6313050364.html,"Condo très propre et très bien entretenu au fil des ans. Bien situé à l'intérieur des cours du cloître. 2 balcons avant et arrière. Foyer au bois. Dans un secteur paisible du Mile-End, à 8 minutes à pied du métro Laurier. Chaleureux avec Balcon , espace ouvert très clair sur une rue tranquille, confortable en toute saison(air climatisé), 2 chambre fermées.Entièrement meublés. Cuisine fonctionnelle toutes équipées avec lave-vaiselle, laveuse frontale et sécheuse (superposée) Porte patio vis à vis table de cuisine.Air ouverte cuisine-salle-à-manger-salon très clair espace de vie principale agréable.stores ou rideaux Cuisine fonctionnelle avec lave-vaiselle, Micro-ondes, très confortable. vaiselles et accessoires de cuisine complet."
0BR,346 rue notre dame east,Delightful studio in the Old Port of Montréal,,https://montreal.craigslist.ca/apa/d/delightful-studio-in-the-old/6313065181.html,"Available October 1st! 
Studio for rent in the Old Port. 
$995 per month - this includes unlimited wifi, all appliances and the bed. 
Washer and dryer in the building. 
Contact me for more details 

 

Rooftop patio with a view of the port and the new ferris wheel. 
5 min walk to metro Champ de Mars. 
Numerous bars and restaurants within walking distance.


Disponible 1er octobre. 
Studio à louer dans le Vieux Port. Wifi illimité, buanderie dans le batiment. Contactez-moi pour plus d'informations 
 
 Accès à un balcon sur le toit avec vue sur le Port.
À 5 min de marche du metro Champs de Mars. 
Plusieurs bars et restaurant à proximité."
2BR,568 valois,MUST SEE!!! 2 BR condo with 2 parking spots included - $850/Month,850,https://montreal.craigslist.ca/apa/d/must-see-2-br-condo-with-2/6313078638.html,"Beautiful open concept condo for rent in desired location.  Within walking distance of grade school and park. Centrally located within 5 Mins to train station by car and close proximity to hwy 20-30-40. 

Contact 
 


Apartment Features:

Bedroom: 2

Bathrooms: 1

Rent: $850/Month


Included:

Fridge/Stove

Washer/Dryer

Dishwasher

2 Parking spots

Gas fireplace

Outdoor storage locker"
3BR,Île Perrot,5 1/2,,https://montreal.craigslist.ca/apa/d/5-1-2/6276729770.html,"5 1/2 à louer, Île Perrot, 790$ x mois.
APPARTEMENT RÉNOVÉ, PROPRE et ÉCLAIRÉ au dernier étage.
3 chambres à coucher.
Entrée laveuse-sécheuse, 
Balcon, porte patio,
Stationnement,
Concierge sur place."
1BR,,Large main floor 3 1/2 RDC Saint St Léonard Montreal a louer for rent,,https://montreal.craigslist.ca/apa/d/large-main-floorrdc-saint-st/6313291476.html,"Between Belanger and Langelier. 

Very nice family friendly neighborhood. Quiet and clean fiveplex, landlord occupied. 

Very large 3 1/2 on the main floor, including balconies front and back, large closets, washer and dryer outlet in kitchen closet, electric heating. Rent does not include the cost of heating! However it is very low as it is well insulated. 

Ample free parking in the streets, no reserved signs! Parking in the front lot also available for an extra monthly charge. 

Excellent walk score, Many services nearby including grocery stores, pharmacies, shopping malls, restaurants, coffee shops, parks, banks, schools, hospitals, etc. 

Nearby public transportation; 2 min walk to langelier 33 busstop, 2 min walk to belanger 95 busstop, 5 min walk to beaubien 18 busstop. 5-10 drive to langelier metro. 

If interested, please leave your name & number and the landlord will contact you asap. Thanks!"
1BR,1800 Bld Rene Levesque Ouest,Brand new STUDIO for rent - Downtown / Concordia Montreal,,https://montreal.craigslist.ca/apa/d/brand-new-studio-for-rent/6313402555.html,"Located in the heart of downtown Montreal, at 1800 René Lévesque Ouest, close to Concordia University and Lasalle College. 

In close proximity to George-Vanier, Lucien L'allier, Guy-Concordia and Atwater metro stations. Within walking distance (5 minutes), there is also supermarkets such as Adonis and Provigo and a variety of other restaurants/stores on St-Catherine St. 

Located on the 15th floor, you'll have access to a very pleasing view over Downtown Montreal. 

The apartment is a cozy and functionnal bachelor

- Bathroom and shower; 
- Quartz kitchen counter; 
- 6 new appliances: microwave, dishwasher, fridge, stove, washer and drier. 
- Additional storage in the garage; 
- High-Quality finishing; 
- Air-conditioned and air exchange systems; 
- Big balcony; 
- Roof terrace. 

Additionally, access to the following facilities will soon be included: 
- Interior pool; 
- Yoga room; 
- Lounge and spa; 
- Interior garden"
,COTE DES NEIGES,TAKE OVER LEASE-500$COTE DES NEIGES,,https://montreal.craigslist.ca/apa/d/take-over-lease-500cote-des/6313394986.html,"Studio apartment! Clean studio in cote des Neiges . Urgently looking for someone willing to take over lease ASAP. Rent per month is 500$, lease is until April 2018. Will send pictures to only serious inquirers.
Close to Cote Des Neiges Plaza, bus 165, Maxi&cie, Asian Markets, University of Montreal,St Catherine Hospital, restaurants, free street parking...
includes: FRIDGE, STOVE 
optional: 
- Shelves 75$
- Twin Bed Frame and Mattress 175$
- Dresser 50$
Thanks :)"
3BR,,Rénové!!! Grand 3 1/2 NDG / Ville Mont-Royal / Côte-des-Neiges,,https://montreal.craigslist.ca/apa/d/rnov-grandndg-ville-mont/6313586778.html,"Beau Grand 3 1/2 NDG / Ville Mont-Royal / Côte-des-Neiges
Grand 3 1/2 Rénové disponible dès maintenant
745$
2e étages
Inclus:
- Chauffage et Eau Chaude
- Poële et Frigo
- Locker
Salle de lavage dans l'immeuble
Stationnement intérieur et extérieur disponible sur demande
Près de l'autobus 124
Près de la station de métro Plamondon
Près des centres commerciaux (Walmart, Restaurant, Winners...) Concierge sur place
Belle rue calme Quartier Paisible"
,,4 1/2 Units on Talleyrand in Brossard (2 floor town houses),,https://montreal.craigslist.ca/apa/d/4-1-2-units-on-talleyrand-in/6313585651.html,"4 1/2 Units on Talleyrand in Brossard (2 floor town houses)

1855 Talleyrand, Brossard. Beautiful renovated units. Right behind Place Portobello Shopping Center.

$775.00 per month/ One Month Free on selected units
Included: Fridge/Stove/ 1 Parking spot.
Excluded: Electricity/heat/water tax/Hot water reservoir
Laundry room located in the building.

Near School & Park. Bus 14 & 49 in front of our Building. Takes you directly to Downtown Montreal.

Please email us for more information or call 
 

You can also visit our Website at http://www.goldenequity.ca"
1100,Plateau Mont-Royal,Magnifique 5 1/2 au Coeur du Plateau Mont-Royal,,https://montreal.craigslist.ca/apa/d/magnifiqueau-coeur-du-plateau/6276831382.html,"NOUVEAU SUR LE MARCHÉ
Inclus : • Cuisinière;
• Lave-vaisselle;
• Réfrigérateur
• 3 grandes Chambres à coucher
• Stationnement privée arrière
Frais et Conditions
• 1395$/mois;
• Électricité et chauffage non inclus;
• Libre IMMEDIATEMENT
Exigences avant signature
• Enquête de crédit;
• Bail de 12 mois;
• Logement non-fumeur;
• Recherche locataire respectueux."
1BR,,"3 1/2 Montreal, Hochelaga Maisonneuve",,https://montreal.craigslist.ca/apa/d/3-1-2-montreal-hochelaga/6313481903.html,"3 1/2 available now or November 1st, 2017, Montreal area Hochelaga Mercier Maisonneuve,   hard woods floors and tiles, near parks and schools, bicycle path along the Fleuve Saint-Laurent until downtown, 12 minutes walk from station Préfontaine, access by bus to the metro Joliette in 9 minutes and station Papineau in 12 minutes. Area quiet and near Ontario Place with all facility.  Installing washer and dryer in your apartment. Easy parking. Rental does not include electricity, heating and hot water.    For a tour, contact Ludovic at 
 
 by phone, SMS or email

3 1/2 Disponible    maintenant ou 1e novembre 2017, Montréal
Secteur Hochelaga Mercier Maisonneuve, tout les planchers   en bois et céramique,   situé à proximité des parcs et des écoles,   piste cyclable le long du fleuve jusqu'au centre-ville et 12 minutes de marche de la station Préfontaine, accès par autobus au métro Joliette en 9 minutes et à la station Papineau en 12 minutes. Secteur paisible et à  proximité de la Place Ontario avec toutes les commodités.  Lieu paisible, installation laveuse, sécheuse   dans votre  appartement. Stationnement facile. La location n'inclut pas l'électricité, le chauffage et eau chaude.    Pour une visite, contacter Ludovic au 
 
 par téléphone, texto ou courriel."
2BR,Brossard,"Brossard 4 1/2 Alfred 1st floor, Bus #34 @15 min Mtl calm/sunny - now",750,https://montreal.craigslist.ca/apa/d/brossardalfred-1st-floor/6313349867.html,"- Quiet environment and maintained with love by familiy administration

- big parking with up to two cars for residents and/or visitors, with quick and efficient snow removal

- access to outdoor common space, including picnic table

- freshly sand blasted and varnished wooden floor for living room and common areas

- easy to maintain bright ceramic floor in the kitchen and 2 freshly painted rooms with equivalent size, with mirror door wardrobe

- modern kitchen cabinets with lots of space, including dishwasher and microwave space

- isolated washer-dryer space, well located just in front of bathroom, with nice storage cabinets

- new toilet et kitchen fan stove

- external container for garbage located far from building, eliminating bad smells or contamination inside the building

- very lighted and sunny apartment, including exterior balcony with full sun, with direct view on cyclist trail, with no building in the view, so you have view on the park and nature with a maximum exposition to the sun

- access to outdoor storage for bicycles, warehousing for tires or other objects

- heating and lighting not included, but very reasonable with a monthly average between $65 et $75 per month on a budget plan with Hydro

- Dedicated professional service, fast, flexible and sympatic, taking with heart satisfaction of clients

- 1st floor available now is fully oriented toward sun - rarely available - with about a dozen stairways to climb inside

- basement at $740 will also be available soon

For immediate occupancy, visit on appointment only :"
2BR,688 Rue Notre-Dame Ouest,***2BD NEW - DOWNTOWN MONTREAL -OLD PORT- 1 Month FREE***,,https://montreal.craigslist.ca/apa/d/2bd-new-downtown-montreal-old/6273584202.html,"AVAILABLE JULY 1ST

CALL NOW @
 


Adress : 688 Rue Notre-Dame Ouest, Montreal QC

CONTACT:
 


The 1st Month FREE
2 Bedroom Apartments for rent

NO PETS
24/7 SECURITY

Semi furnished *possible fully furnished
Brand New Modern Luxurious Apartment Building

LOCATION :Downtown Montreal - Old Port

ADRESS: 688 Rue Notre-Dame Ouest Montréal, QC H3C 1J2

WALK-SCORE: 99


Great view of the Downtown area

Competitive Advantage of living at SIX88

Brand new Fitness room
Modern Security System
Keyless entry system
Full time concierge
Beautiful property located in a beautiful area of DOWNTOWN MONTREAL at The SIX88.
You have an impeccably maintained and prestige 16 story apartment building in the heart of Old Montreal. 
Newly constructed building, located at 688 Notre Dame West, The SIX88 gives you an outstanding view of the sights and landmarks of OLD PORT.

Enjoy the luxuries that The SIXX88 offers you such as 
the roof-top terrace, 
a fitness room, 
a keyless entry system,
a modern security system 
and a full time concierge.

Have access to groceries,
cafes,
restaurants,
night clubs,
financial institutions,
public transportation within minutes of walking distance.

Conveniently, Metro Square Victoria & Metro Place dArmes are located just three minutes from The SIX88.

INCLUDED IN THE RENT:

Air conditioning
Hot water

BRAND NEW stainless appliances:
Fridge
stove
washer
dryer
dishwasher
microwave

Indoor parking available
CALL NOW @
 


Click here to visit our website: www.six88.ca"
,,5 1/2 units on Talleyrand in Brossard	(2 floor town houses),,https://montreal.craigslist.ca/apa/d/5-1-2-units-on-talleyrand-in/6313589103.html,"5 1/2 units on Talleyrand in Brossard	(2 floor town houses)
                           
1855 Talleyrand, Brossard. Beautiful Renovated Units. Right Behind Place Portobello Shopping Center.

$975.00 per month/ One Month Free on selected units.
Included: En-Suite Laundry Room / 1 Parking Spot 
Upstairs Full Bathroom / Downstairs Powder Room
Excluded: Electricity / Heating / Hot Water/Water Tax

Near School & Park. Bus 14 & 49 in front of our Building.

Please email us for more information or call 
 

You can also visit our Website at http://www.goldenequity.ca"
4BR,,Beau Grand 4 1/2 NDG / Ville Mont-Royal / Côte-des-Neiges,,https://montreal.craigslist.ca/apa/d/beau-grandndg-ville-mont/6313591867.html,"Grand 4 1/2 Rénové disponible dès maintenent
840$
3e étages
Inclus:
- Chauffage et Eau Chaude
- Poële et Frigo
- Locker
Salle de lavage dans l'immeuble
Stationnement intérieur et extérieur disponible sur demande
Près de l'autobus 124
Près de la station de métro Plamondon
Près des centres commerciaux (Walmart, Restaurant, Winners...) Concierge sur place
Belle rue calme Quartier Paisible"
2BR,Montréal,2 Proche Metro Frontenac,,https://montreal.craigslist.ca/apa/d/2-proche-metro-frontenac/6313627661.html,"Le regard pour exécuter un bail transfère le 1 octobre pour ce 4 1/2 5 min de marche du Métro Frontenac! L'appartement est nouvellement rénové! ( Le transfert de bail signifie que le bail sera du 1 octobre 2017 à avril 2018. Renouvelable à la demande)

Inclut :

Deux chambres à coucher fermées (nous utilisons la 2ème pièce(chambre) comme un bureau(des fonctions) actuellement) Une salle de bains pleine(complète) avec dans rondelle(machine à laver) d'unité et sécheuse Machine à laver Réfrigérateur Accès plein(complet) à arrière-cour(jardin) privée La plinthe électrique chauffant dans toutes les pièces(chambres) (le chauffage, l'hydraulique et Internet n'est pas incluse) Appartement non fumeur Aucune politique(police) animale

Le contrôle(chèque) de crédit et des références seront exigés par le propriétaire pour n'importe quelles parties intéressées.

L'appartement est une 2 minute de marche du métro Frontenac et a 4 lignes de bus tout dans 5 minute de marche. Parc et foyer municipal derrière l'appartement. A des pharmacies, des restaurants, des magasins d'alimentation et tous les objets de première nécessité dans 10 minute de marche. D'une 15 minute le métro va du Centre-Ville."
,,4 1/2 Units on Talleyrand in Brossard,,https://montreal.craigslist.ca/apa/d/4-1-2-units-on-talleyrand-in/6313581885.html,"4 1/2 Units on Talleyrand in Brossard

1855 Talleyrand, Brossard. Beautiful renovated units. Right behind Place Portobello.

$695.00 per month/ One Month Free on selected units
Included: Fridge/Stove/ 1 Parking spot.
Excluded: Electricity/heat/water tax/Hot water reservoir
Laundry room located in the building.

Near School & Park. Bus 14 & 49 in front of our Building. Takes you directly to Downtown Montreal.

Please email us for more information or call 
 

You can also visit our Website at http://www.goldenequity.ca"
1BR,,BRAND NEW APARTMENTS - NOUVEAUX APPARTEMENTS LIV MONTREAL (DOWNTOWN),,https://montreal.craigslist.ca/apa/d/brand-new-apartments-nouveaux/6313645037.html,"Les appartements LIV Montréal seront officiellement ouverts le 1er Novembre 2017.

*La disponibilité des étages et la liste de prix peuvent variées. 

Les visites débuteront le 27 septembre 2017.

Heures d'ouverture (sur rendez-vous seulement):
Mercredi : 15 h à 17h
Jeudi & Vendredi: 15 h à 18 h
Samedi et Dimanche: 10 h à 15 h
Lundi et Mardi : Fermé

Nos studios avec 1 salle de bain commencent à 1025$ par mois. 
Nos 1 chambres avec 1 salle de bain commencent à 1290$ par mois.
Nos 2 chambres avec 1 salle de bain commencent à 2080$ par mois.

Les inclusions de loyer sont: Chauffage, Eau chaude, Électricité, Électroménagers, Climatisation centrale, Piscine intérieure, Spa, Sauna, Gym et bien plus encore!

Pour plus d'information, communiquez avec notre page Facebook LIV Montréal!

____________________________________________________________________________________________________

Hello,

The LIV Montreal apartments will officially open as of November 1st, 2017.
*Floor availability & price list may vary. 

Visits will begin September 27th. 

Opening hours (by appointment only):
Wednesday : 3pm to 5 pm
Thursday & Friday: 3 pm to 6 pm
Saturday & Sunday: 10 am to 3 pm
Monday & Tuesday: Closed

Our studio units start at $1025/month
Our 1 bedroom, 1 bathroom units start at $1290/month
Our 2 bedrooms, 1 bathroom units start at $2080/month

The rent inclusions are: Heating, Hot water, Electricity, Appliances, Central air conditioning, Indoor pool, Spa, Sauna, Gym and much more!

For more information, please contact us via our Facebook page LIV Montreal !"
